ID	Sex	BirthYear	BY.min	BY.max
C247443FRH	1	NA	2019	2022
C247444FRH	2	NA	2019	2022
C247445FRH	1	NA	2019	2022
C247446FRH	2	NA	2019	2022
C247447FRH	1	NA	2019	2022
C247448FRH	2	NA	2019	2022
C247449FRH	2	NA	2019	2022
C247450FRH	1	NA	2019	2022
C247451FRH	1	NA	2019	2022
C247452FRH	1	NA	2019	2022
C247453FRH	2	NA	2019	2022
C247454FRH	2	NA	2019	2022
C247455FRH	2	NA	2019	2022
C247456FRH	2	NA	2019	2022
C247457FRH	1	NA	2019	2022
C247458FRH	2	NA	2019	2022
C247459FRH	1	NA	2019	2022
C247460FRH	2	NA	2019	2022
C247461FRH	1	NA	2019	2022
C247462FRH	1	NA	2019	2022
C247463FRH	1	NA	2019	2022
C247464FRH	2	NA	2019	2022
C247465FRH	2	NA	2019	2022
C247466FRH	1	NA	2019	2022
C247467FRH	1	NA	2019	2022
C247468FRH	2	NA	2019	2022
C247469FRH	1	NA	2019	2022
C247470FRH	1	NA	2019	2022
C247471FRH	2	NA	2019	2022
C247472FRH	1	NA	2019	2022
C247473FRH	2	NA	2019	2022
C247474FRH	2	NA	2019	2022
C247475FRH	1	NA	2019	2022
C247476FRH	1	NA	2019	2022
C247477FRH	1	NA	2019	2022
C247478FRH	2	NA	2019	2022
C247479FRH	2	NA	2019	2022
C247480FRH	1	NA	2019	2022
C247481FRH	1	NA	2019	2022
C247482FRH	2	NA	2019	2022
C247483FRH	2	NA	2019	2022
C247484FRH	1	NA	2019	2022
C247485FRH	1	NA	2019	2022
C247486FRH	2	NA	2019	2022
C247487FRH	1	NA	2019	2022
C247733FRH	2	NA	2019	2022
C247734FRH	2	NA	2019	2022
C247735FRH	2	NA	2019	2022
C247736FRH	2	NA	2019	2022
C247737FRH	2	NA	2019	2022
C247738FRH	2	NA	2019	2022
C247739FRH	2	NA	2019	2022
C247740FRH	2	NA	2019	2022
C247741FRH	2	NA	2019	2022
C247742FRH	2	NA	2019	2022
C247743FRH	2	NA	2019	2022
C247744FRH	2	NA	2019	2022
C247745FRH	2	NA	2019	2022
C247746FRH	2	NA	2019	2022
C247747FRH	2	NA	2019	2022
C247748FRH	2	NA	2019	2022
C247749FRH	2	NA	2019	2022
C247750FRH	2	NA	2019	2022
C247751FRH	2	NA	2019	2022
C247752FRH	2	NA	2019	2022
C247753FRH	1	NA	2019	2022
C247754FRH	1	NA	2019	2022
C247755FRH	1	NA	2019	2022
C247756FRH	1	NA	2019	2022
C247757FRH	1	NA	2019	2022
C247758FRH	1	NA	2019	2022
C247759FRH	1	NA	2019	2022
C247760FRH	1	NA	2019	2022
C247768FRH	2	NA	2019	2022
C247769FRH	2	NA	2019	2022
C247770FRH	2	NA	2019	2022
C247771FRH	2	NA	2019	2022
C247772FRH	2	NA	2019	2022
C247773FRH	1	NA	2019	2022
C247776FRH	1	NA	2019	2022
C247777FRH	1	NA	2019	2022
C247778FRH	1	NA	2019	2022
C247780FRH	2	NA	2019	2022
C247784FRH	2	NA	2019	2022
C247785FRH	2	NA	2019	2022
C247787FRH	1	NA	2019	2022
C247789FRH	1	NA	2019	2022
C247790FRH	1	NA	2019	2022
C247791FRH	1	NA	2019	2022
C247793FRH	1	NA	2019	2022
C247795FRH	1	NA	2019	2022
C247796FRH	1	NA	2019	2022
C247797FRH	1	NA	2019	2022
C247798FRH	1	NA	2019	2022
C247799FRH	1	NA	2019	2022
C247800FRH	1	NA	2019	2022
C247801FRH	1	NA	2019	2022
C247802FRH	1	NA	2019	2022
C240069FRH	2	NA	2019	2022
C240070FRH	1	NA	2019	2022
C240071FRH	2	NA	2019	2022
C240072FRH	2	NA	2019	2022
C240073FRH	1	NA	2019	2022
C240074FRH	1	NA	2019	2022
C240075FRH	2	NA	2019	2022
C240076FRH	2	NA	2019	2022
C240077FRH	1	NA	2019	2022
C240078FRH	2	NA	2019	2022
C240079FRH	1	NA	2019	2022
C240080FRH	1	NA	2019	2022
C240081FRH	2	NA	2019	2022
C240082FRH	2	NA	2019	2022
C240083FRH	2	NA	2019	2022
C240084FRH	1	NA	2019	2022
C240085FRH	1	NA	2019	2022
C240086FRH	1	NA	2019	2022
C240087FRH	2	NA	2019	2022
C240088FRH	1	NA	2019	2022
C240089FRH	1	NA	2019	2022
C240090FRH	2	NA	2019	2022
C240091FRH	2	NA	2019	2022
C240092FRH	2	NA	2019	2022
C240093FRH	2	NA	2019	2022
C240094FRH	2	NA	2019	2022
C240095FRH	1	NA	2019	2022
C240096FRH	2	NA	2019	2022
C240097FRH	1	NA	2019	2022
C240098FRH	1	NA	2019	2022
C240099FRH	1	NA	2019	2022
C240100FRH	2	NA	2019	2022
C240101FRH	1	NA	2019	2022
C240102FRH	1	NA	2019	2022
C240103FRH	1	NA	2019	2022
C240104FRH	1	NA	2019	2022
C240105FRH	1	NA	2019	2022
C240106FRH	1	NA	2019	2022
C240107FRH	1	NA	2019	2022
C240108FRH	1	NA	2019	2022
C240109FRH	2	NA	2019	2022
C240110FRH	2	NA	2019	2022
C240111FRH	2	NA	2019	2022
C240112FRH	2	NA	2019	2022
C240113FRH	2	NA	2019	2022
C240114FRH	1	NA	2019	2022
C240115FRH	1	NA	2019	2022
C240116FRH	1	NA	2019	2022
C240117FRH	2	NA	2019	2022
C240133FRH	2	NA	2019	2022
C240134FRH	1	NA	2019	2022
C240135FRH	2	NA	2019	2022
C240136FRH	2	NA	2019	2022
C240137FRH	2	NA	2019	2022
C240138FRH	1	NA	2019	2022
C240139FRH	2	NA	2019	2022
C240140FRH	1	NA	2019	2022
C240141FRH	1	NA	2019	2022
C240142FRH	1	NA	2019	2022
C240143FRH	1	NA	2019	2022
C240144FRH	2	NA	2019	2022
C240145FRH	2	NA	2019	2022
C240146FRH	1	NA	2019	2022
C240147FRH	1	NA	2019	2022
C240148FRH	1	NA	2019	2022
C240149FRH	1	NA	2019	2022
C240150FRH	2	NA	2019	2022
C240151FRH	2	NA	2019	2022
C240152FRH	2	NA	2019	2022
C240153FRH	2	NA	2019	2022
C240154FRH	2	NA	2019	2022
C240155FRH	1	NA	2019	2022
C240156FRH	2	NA	2019	2022
C240157FRH	1	NA	2019	2022
C240158FRH	1	NA	2019	2022
C240159FRH	2	NA	2019	2022
C240160FRH	1	NA	2019	2022
C240161FRH	2	NA	2019	2022
C240162FRH	1	NA	2019	2022
C240163FRH	2	NA	2019	2022
C240164FRH	2	NA	2019	2022
C240165FRH	2	NA	2019	2022
C240166FRH	1	NA	2019	2022
C240167FRH	1	NA	2019	2022
C240168FRH	1	NA	2019	2022
C240169FRH	1	NA	2019	2022
C240170FRH	2	NA	2019	2022
C240171FRH	2	NA	2019	2022
C240172FRH	1	NA	2019	2022
C240173FRH	2	NA	2019	2022
C240174FRH	1	NA	2019	2022
C240175FRH	1	NA	2019	2022
C240176FRH	2	NA	2019	2022
C240177FRH	1	NA	2019	2022
C240178FRH	1	NA	2019	2022
C240179FRH	2	NA	2019	2022
C240180FRH	2	NA	2019	2022
C240181FRH	1	NA	2019	2022
C240182FRH	1	NA	2019	2022
C240183FRH	2	NA	2019	2022
C240184FRH	2	NA	2019	2022
C240185FRH	1	NA	2019	2022
C240186FRH	2	NA	2019	2022
C240187FRH	1	NA	2019	2022
C240188FRH	1	NA	2019	2022
C240189FRH	1	NA	2019	2022
C240190FRH	1	NA	2019	2022
C240191FRH	2	NA	2019	2022
C240192FRH	1	NA	2019	2022
C240193FRH	2	NA	2019	2022
C240194FRH	2	NA	2019	2022
C240195FRH	1	NA	2019	2022
C240196FRH	2	NA	2019	2022
C240197FRH	2	NA	2019	2022
C240198FRH	2	NA	2019	2022
C240199FRH	2	NA	2019	2022
C240200FRH	1	NA	2019	2022
C240201FRH	2	NA	2019	2022
C240202FRH	1	NA	2019	2022
C240203FRH	1	NA	2019	2022
C240204FRH	1	NA	2019	2022
C240205FRH	2	NA	2019	2022
C240206FRH	2	NA	2019	2022
C240207FRH	1	NA	2019	2022
C240208FRH	2	NA	2019	2022
C240209FRH	2	NA	2019	2022
C240210FRH	1	NA	2019	2022
C240211FRH	1	NA	2019	2022
C240212FRH	1	NA	2019	2022
C240213FRH	2	NA	2019	2022
C240214FRH	2	NA	2019	2022
C240215FRH	2	NA	2019	2022
C240216FRH	1	NA	2019	2022
C240217FRH	2	NA	2019	2022
C240218FRH	1	NA	2019	2022
C240219FRH	2	NA	2019	2022
C240220FRH	1	NA	2019	2022
C240221FRH	1	NA	2019	2022
C240222FRH	1	NA	2019	2022
C240223FRH	1	NA	2019	2022
C240224FRH	2	NA	2019	2022
C240225FRH	2	NA	2019	2022
C240226FRH	2	NA	2019	2022
C240227FRH	2	NA	2019	2022
C240234FRH	2	NA	2019	2022
C240235FRH	1	NA	2019	2022
C240236FRH	1	NA	2019	2022
C240237FRH	1	NA	2019	2022
C240238FRH	2	NA	2019	2022
C240239FRH	1	NA	2019	2022
C240240FRH	2	NA	2019	2022
C240241FRH	2	NA	2019	2022
C240242FRH	2	NA	2019	2022
C240243FRH	2	NA	2019	2022
C240244FRH	2	NA	2019	2022
C240245FRH	2	NA	2019	2022
C240246FRH	1	NA	2019	2022
C240247FRH	1	NA	2019	2022
C240248FRH	2	NA	2019	2022
C240249FRH	1	NA	2019	2022
C240250FRH	2	NA	2019	2022
C240251FRH	2	NA	2019	2022
C240252FRH	2	NA	2019	2022
C240253FRH	1	NA	2019	2022
C240254FRH	2	NA	2019	2022
C240255FRH	2	NA	2019	2022
C240256FRH	1	NA	2019	2022
C240257FRH	1	NA	2019	2022
C240258FRH	1	NA	2019	2022
C240259FRH	2	NA	2019	2022
C240260FRH	2	NA	2019	2022
C240261FRH	1	NA	2019	2022
C240262FRH	1	NA	2019	2022
C240263FRH	1	NA	2019	2022
C240264FRH	1	NA	2019	2022
C240265FRH	1	NA	2019	2022
C240266FRH	1	NA	2019	2022
C240267FRH	1	NA	2019	2022
C240268FRH	1	NA	2019	2022
C240269FRH	2	NA	2019	2022
C240270FRH	2	NA	2019	2022
C240271FRH	1	NA	2019	2022
C240272FRH	2	NA	2019	2022
C240275FRH	1	NA	2019	2022
C240276FRH	2	NA	2019	2022
C240277FRH	2	NA	2019	2022
C240278FRH	1	NA	2019	2022
C240279FRH	2	NA	2019	2022
C240280FRH	2	NA	2019	2022
C240281FRH	1	NA	2019	2022
C240282FRH	1	NA	2019	2022
C240283FRH	2	NA	2019	2022
C240284FRH	2	NA	2019	2022
C240285FRH	1	NA	2019	2022
C240286FRH	1	NA	2019	2022
C240288FRH	1	NA	2019	2022
C240289FRH	2	NA	2019	2022
C240290FRH	2	NA	2019	2022
C240291FRH	1	NA	2019	2022
C240292FRH	1	NA	2019	2022
C240293FRH	1	NA	2019	2022
C240294FRH	2	NA	2019	2022
C240295FRH	2	NA	2019	2022
C240296FRH	1	NA	2019	2022
C240297FRH	2	NA	2019	2022
C240298FRH	2	NA	2019	2022
C240299FRH	1	NA	2019	2022
C240300FRH	1	NA	2019	2022
C240301FRH	2	NA	2019	2022
C240302FRH	1	NA	2019	2022
C240303FRH	1	NA	2019	2022
C240304FRH	2	NA	2019	2022
C240305FRH	1	NA	2019	2022
C240306FRH	2	NA	2019	2022
C240307FRH	1	NA	2019	2022
C240308FRH	2	NA	2019	2022
C240309FRH	2	NA	2019	2022
C240310FRH	2	NA	2019	2022
C240311FRH	1	NA	2019	2022
C240319FRH	2	NA	2019	2022
C240320FRH	1	NA	2019	2022
C240321FRH	1	NA	2019	2022
C240322FRH	1	NA	2019	2022
C240323FRH	2	NA	2019	2022
C240324FRH	1	NA	2019	2022
C240325FRH	1	NA	2019	2022
C240326FRH	2	NA	2019	2022
C240327FRH	1	NA	2019	2022
C240328FRH	2	NA	2019	2022
C240329FRH	2	NA	2019	2022
C240330FRH	2	NA	2019	2022
C240331FRH	1	NA	2019	2022
C240332FRH	1	NA	2019	2022
C240333FRH	2	NA	2019	2022
C240334FRH	2	NA	2019	2022
C240335FRH	1	NA	2019	2022
C240336FRH	1	NA	2019	2022
C240337FRH	2	NA	2019	2022
C240338FRH	2	NA	2019	2022
C240339FRH	1	NA	2019	2022
C240340FRH	2	NA	2019	2022
C240348FRH	2	NA	2019	2022
C240349FRH	1	NA	2019	2022
C240350FRH	2	NA	2019	2022
C240351FRH	1	NA	2019	2022
C240352FRH	1	NA	2019	2022
C240353FRH	1	NA	2019	2022
C240354FRH	2	NA	2019	2022
C240356FRH	1	NA	2019	2022
C240357FRH	2	NA	2019	2022
C240358FRH	2	NA	2019	2022
C240359FRH	1	NA	2019	2022
C240360FRH	1	NA	2019	2022
C240361FRH	1	NA	2019	2022
C240362FRH	1	NA	2019	2022
C240363FRH	2	NA	2019	2022
C240364FRH	1	NA	2019	2022
C240365FRH	2	NA	2019	2022
C240368FRH	2	NA	2019	2022
C240369FRH	2	NA	2019	2022
C240370FRH	1	NA	2019	2022
C240371FRH	1	NA	2019	2022
C240372FRH	1	NA	2019	2022
C240373FRH	2	NA	2019	2022
C240374FRH	1	NA	2019	2022
C240375FRH	2	NA	2019	2022
C240376FRH	1	NA	2019	2022
C240377FRH	1	NA	2019	2022
C240378FRH	2	NA	2019	2022
C240379FRH	2	NA	2019	2022
C240380FRH	1	NA	2019	2022
C240381FRH	1	NA	2019	2022
C240382FRH	2	NA	2019	2022
C240383FRH	1	NA	2019	2022
C240384FRH	1	NA	2019	2022
C240385FRH	1	NA	2019	2022
C240386FRH	2	NA	2019	2022
C240387FRH	2	NA	2019	2022
C240388FRH	1	NA	2019	2022
C240389FRH	1	NA	2019	2022
C240390FRH	1	NA	2019	2022
C240391FRH	1	NA	2019	2022
C240392FRH	1	NA	2019	2022
C240393FRH	2	NA	2019	2022
C240394FRH	1	NA	2019	2022
C240395FRH	1	NA	2019	2022
C240396FRH	2	NA	2019	2022
C240397FRH	2	NA	2019	2022
C240398FRH	2	NA	2019	2022
C240399FRH	2	NA	2019	2022
C240400FRH	2	NA	2019	2022
C240401FRH	2	NA	2019	2022
C240402FRH	1	NA	2019	2022
C240403FRH	2	NA	2019	2022
C240404FRH	2	NA	2019	2022
C240405FRH	2	NA	2019	2022
C240406FRH	2	NA	2019	2022
C240407FRH	1	NA	2019	2022
C240408FRH	1	NA	2019	2022
C240409FRH	1	NA	2019	2022
C240410FRH	2	NA	2019	2022
C240411FRH	2	NA	2019	2022
C240412FRH	2	NA	2019	2022
C240413FRH	2	NA	2019	2022
C240414FRH	2	NA	2019	2022
C240415FRH	1	NA	2019	2022
C240416FRH	1	NA	2019	2022
C240417FRH	1	NA	2019	2022
C240418FRH	2	NA	2019	2022
C240419FRH	2	NA	2019	2022
C240420FRH	1	NA	2019	2022
C240421FRH	1	NA	2019	2022
C240422FRH	2	NA	2019	2022
C240423FRH	1	NA	2019	2022
C240424FRH	1	NA	2019	2022
C240425FRH	2	NA	2019	2022
C240426FRH	2	NA	2019	2022
C240427FRH	1	NA	2019	2022
C240428FRH	2	NA	2019	2022
C240429FRH	2	NA	2019	2022
C240430FRH	1	NA	2019	2022
C240431FRH	1	NA	2019	2022
C240432FRH	1	NA	2019	2022
C240433FRH	1	NA	2019	2022
C240434FRH	1	NA	2019	2022
C240435FRH	2	NA	2019	2022
C240436FRH	2	NA	2019	2022
C240437FRH	1	NA	2019	2022
C240438FRH	2	NA	2019	2022
C240439FRH	2	NA	2019	2022
C240440FRH	2	NA	2019	2022
C240441FRH	2	NA	2019	2022
C240442FRH	2	NA	2019	2022
C240447FRH	1	NA	2019	2022
C240448FRH	1	NA	2019	2022
C240449FRH	1	NA	2019	2022
C240450FRH	2	NA	2019	2022
C240451FRH	1	NA	2019	2022
C240452FRH	1	NA	2019	2022
C240453FRH	1	NA	2019	2022
C240454FRH	1	NA	2019	2022
C240455FRH	2	NA	2019	2022
C240456FRH	1	NA	2019	2022
C240457FRH	1	NA	2019	2022
C240458FRH	1	NA	2019	2022
C240459FRH	2	NA	2019	2022
C240460FRH	1	NA	2019	2022
C240461FRH	1	NA	2019	2022
C240462FRH	1	NA	2019	2022
C240463FRH	2	NA	2019	2022
C240464FRH	2	NA	2019	2022
C240465FRH	2	NA	2019	2022
C240466FRH	2	NA	2019	2022
C240467FRH	1	NA	2019	2022
C240468FRH	2	NA	2019	2022
C240469FRH	1	NA	2019	2022
C240470FRH	1	NA	2019	2022
C240471FRH	2	NA	2019	2022
C240472FRH	2	NA	2019	2022
C240473FRH	1	NA	2019	2022
C240474FRH	1	NA	2019	2022
C240475FRH	2	NA	2019	2022
C240476FRH	2	NA	2019	2022
C240477FRH	1	NA	2019	2022
C240478FRH	1	NA	2019	2022
C240479FRH	2	NA	2019	2022
C240480FRH	1	NA	2019	2022
C240481FRH	2	NA	2019	2022
C240482FRH	1	NA	2019	2022
C240483FRH	1	NA	2019	2022
C240484FRH	2	NA	2019	2022
C240485FRH	2	NA	2019	2022
C240486FRH	1	NA	2019	2022
C240487FRH	1	NA	2019	2022
C240488FRH	1	NA	2019	2022
C240489FRH	2	NA	2019	2022
C240490FRH	1	NA	2019	2022
C240491FRH	1	NA	2019	2022
C240492FRH	1	NA	2019	2022
C240493FRH	2	NA	2019	2022
C240494FRH	1	NA	2019	2022
C240495FRH	1	NA	2019	2022
C240496FRH	2	NA	2019	2022
C240497FRH	1	NA	2019	2022
C240498FRH	2	NA	2019	2022
C240499FRH	1	NA	2019	2022
C240500FRH	2	NA	2019	2022
C240501FRH	2	NA	2019	2022
C240502FRH	1	NA	2019	2022
C240503FRH	2	NA	2019	2022
C240504FRH	2	NA	2019	2022
C240505FRH	2	NA	2019	2022
C240506FRH	1	NA	2019	2022
C240507FRH	2	NA	2019	2022
C240508FRH	1	NA	2019	2022
C240509FRH	2	NA	2019	2022
C240510FRH	1	NA	2019	2022
C240511FRH	1	NA	2019	2022
C240512FRH	2	NA	2019	2022
C240513FRH	1	NA	2019	2022
C240514FRH	2	NA	2019	2022
C240515FRH	2	NA	2019	2022
C240516FRH	2	NA	2019	2022
C240517FRH	2	NA	2019	2022
C240518FRH	2	NA	2019	2022
C240519FRH	1	NA	2019	2022
C240520FRH	2	NA	2019	2022
C240521FRH	1	NA	2019	2022
C240522FRH	1	NA	2019	2022
C240523FRH	1	NA	2019	2022
C240524FRH	2	NA	2019	2022
C240525FRH	2	NA	2019	2022
C240526FRH	2	NA	2019	2022
C240527FRH	1	NA	2019	2022
C240528FRH	2	NA	2019	2022
C240549FRH	2	NA	2019	2022
C240550FRH	2	NA	2019	2022
C240551FRH	1	NA	2019	2022
C240552FRH	2	NA	2019	2022
C240553FRH	1	NA	2019	2022
C240554FRH	1	NA	2019	2022
C240555FRH	2	NA	2019	2022
C240556FRH	2	NA	2019	2022
C240557FRH	1	NA	2019	2022
C240558FRH	1	NA	2019	2022
C240559FRH	1	NA	2019	2022
C240560FRH	2	NA	2019	2022
C240561FRH	1	NA	2019	2022
C240562FRH	1	NA	2019	2022
C240563FRH	2	NA	2019	2022
C240564FRH	1	NA	2019	2022
C240565FRH	2	NA	2019	2022
C240566FRH	1	NA	2019	2022
C240567FRH	1	NA	2019	2022
C240568FRH	1	NA	2019	2022
C240569FRH	1	NA	2019	2022
C240570FRH	1	NA	2019	2022
C240571FRH	1	NA	2019	2022
C240572FRH	2	NA	2019	2022
C240573FRH	2	NA	2019	2022
C240574FRH	2	NA	2019	2022
C240575FRH	2	NA	2019	2022
C240576FRH	2	NA	2019	2022
C240577FRH	1	NA	2019	2022
C240578FRH	2	NA	2019	2022
C240579FRH	1	NA	2019	2022
C240580FRH	1	NA	2019	2022
C240581FRH	2	NA	2019	2022
C240582FRH	2	NA	2019	2022
C240583FRH	1	NA	2019	2022
C240584FRH	1	NA	2019	2022
C240585FRH	1	NA	2019	2022
C240586FRH	1	NA	2019	2022
C240587FRH	2	NA	2019	2022
C240588FRH	2	NA	2019	2022
C240589FRH	2	NA	2019	2022
C240590FRH	1	NA	2019	2022
C240591FRH	1	NA	2019	2022
C240592FRH	2	NA	2019	2022
C240593FRH	2	NA	2019	2022
C240594FRH	1	NA	2019	2022
C240595FRH	2	NA	2019	2022
C240596FRH	2	NA	2019	2022
C240597FRH	1	NA	2019	2022
C240598FRH	1	NA	2019	2022
C240599FRH	1	NA	2019	2022
C240600FRH	1	NA	2019	2022
C240601FRH	2	NA	2019	2022
C240602FRH	1	NA	2019	2022
C240603FRH	1	NA	2019	2022
C240604FRH	2	NA	2019	2022
C240605FRH	1	NA	2019	2022
C240606FRH	2	NA	2019	2022
C240607FRH	2	NA	2019	2022
C240608FRH	2	NA	2019	2022
C240609FRH	2	NA	2019	2022
C240610FRH	1	NA	2019	2022
C240611FRH	2	NA	2019	2022
C240612FRH	2	NA	2019	2022
C240613FRH	2	NA	2019	2022
C240614FRH	2	NA	2019	2022
C240615FRH	1	NA	2019	2022
C240616FRH	1	NA	2019	2022
C240617FRH	1	NA	2019	2022
C240618FRH	1	NA	2019	2022
C240619FRH	2	NA	2019	2022
C240620FRH	1	NA	2019	2022
C240621FRH	2	NA	2019	2022
C240622FRH	1	NA	2019	2022
C240623FRH	1	NA	2019	2022
C240624FRH	2	NA	2019	2022
C240625FRH	1	NA	2019	2022
C240626FRH	2	NA	2019	2022
C240627FRH	1	NA	2019	2022
C240628FRH	2	NA	2019	2022
C240629FRH	2	NA	2019	2022
C240630FRH	2	NA	2019	2022
C240631FRH	2	NA	2019	2022
C240632FRH	1	NA	2019	2022
C240633FRH	2	NA	2019	2022
C240634FRH	1	NA	2019	2022
C240635FRH	2	NA	2019	2022
C240636FRH	2	NA	2019	2022
C240637FRH	2	NA	2019	2022
C240638FRH	2	NA	2019	2022
C240639FRH	2	NA	2019	2022
C240640FRH	2	NA	2019	2022
C240641FRH	2	NA	2019	2022
C240642FRH	2	NA	2019	2022
C240643FRH	1	NA	2019	2022
C240644FRH	2	NA	2019	2022
C240666FRH	1	NA	2019	2022
C240667FRH	1	NA	2019	2022
C240668FRH	2	NA	2019	2022
C240669FRH	1	NA	2019	2022
C240670FRH	1	NA	2019	2022
C240671FRH	2	NA	2019	2022
C240672FRH	2	NA	2019	2022
C240673FRH	2	NA	2019	2022
C240697FRH	2	NA	2019	2022
C240698FRH	1	NA	2019	2022
C240699FRH	2	NA	2019	2022
C240700FRH	1	NA	2019	2022
C240701FRH	1	NA	2019	2022
C240702FRH	2	NA	2019	2022
C240703FRH	1	NA	2019	2022
C240704FRH	2	NA	2019	2022
C240705FRH	1	NA	2019	2022
C240706FRH	1	NA	2019	2022
C240707FRH	1	NA	2019	2022
C240708FRH	1	NA	2019	2022
C240709FRH	2	NA	2019	2022
C240710FRH	2	NA	2019	2022
C240711FRH	2	NA	2019	2022
C240712FRH	1	NA	2019	2022
C240713FRH	2	NA	2019	2022
C240714FRH	1	NA	2019	2022
C240715FRH	1	NA	2019	2022
C240716FRH	1	NA	2019	2022
C240717FRH	1	NA	2019	2022
C240718FRH	2	NA	2019	2022
C240719FRH	2	NA	2019	2022
C240720FRH	2	NA	2019	2022
C240721FRH	2	NA	2019	2022
C240722FRH	2	NA	2019	2022
C240723FRH	2	NA	2019	2022
C240724FRH	1	NA	2019	2022
C240725FRH	2	NA	2019	2022
C240726FRH	1	NA	2019	2022
C240727FRH	2	NA	2019	2022
C240728FRH	2	NA	2019	2022
C240729FRH	1	NA	2019	2022
C240730FRH	2	NA	2019	2022
C240731FRH	2	NA	2019	2022
C240732FRH	1	NA	2019	2022
C240733FRH	2	NA	2019	2022
C240734FRH	1	NA	2019	2022
C240735FRH	1	NA	2019	2022
C240736FRH	1	NA	2019	2022
C240737FRH	2	NA	2019	2022
C240738FRH	2	NA	2019	2022
C240739FRH	1	NA	2019	2022
C240740FRH	1	NA	2019	2022
C240741FRH	1	NA	2019	2022
C240742FRH	2	NA	2019	2022
C240743FRH	1	NA	2019	2022
C240744FRH	2	NA	2019	2022
C240745FRH	1	NA	2019	2022
C240746FRH	1	NA	2019	2022
C240747FRH	2	NA	2019	2022
C240748FRH	2	NA	2019	2022
C240749FRH	1	NA	2019	2022
C240750FRH	1	NA	2019	2022
C240751FRH	2	NA	2019	2022
C240752FRH	2	NA	2019	2022
C240753FRH	1	NA	2019	2022
C240754FRH	2	NA	2019	2022
C240762FRH	1	NA	2019	2022
C240763FRH	2	NA	2019	2022
C240764FRH	1	NA	2019	2022
C240765FRH	2	NA	2019	2022
C240766FRH	2	NA	2019	2022
C240767FRH	1	NA	2019	2022
C240768FRH	1	NA	2019	2022
C240769FRH	1	NA	2019	2022
C240770FRH	2	NA	2019	2022
C240771FRH	1	NA	2019	2022
C240772FRH	2	NA	2019	2022
C240773FRH	2	NA	2019	2022
C240778FRH	2	NA	2019	2022
C240779FRH	2	NA	2019	2022
C240780FRH	1	NA	2019	2022
C240781FRH	1	NA	2019	2022
C240782FRH	1	NA	2019	2022
C240783FRH	2	NA	2019	2022
C240784FRH	1	NA	2019	2022
C240785FRH	2	NA	2019	2022
C240786FRH	1	NA	2019	2022
C240787FRH	2	NA	2019	2022
C240789FRH	1	NA	2019	2022
C240790FRH	2	NA	2019	2022
C240791FRH	1	NA	2019	2022
C240792FRH	2	NA	2019	2022
C240799FRH	2	NA	2019	2022
C240800FRH	1	NA	2019	2022
C240801FRH	1	NA	2019	2022
C240802FRH	2	NA	2019	2022
C240803FRH	2	NA	2019	2022
C240804FRH	1	NA	2019	2022
C240805FRH	2	NA	2019	2022
C240806FRH	1	NA	2019	2022
C240807FRH	2	NA	2019	2022
C240808FRH	1	NA	2019	2022
C240813FRH	2	NA	2019	2022
C240814FRH	1	NA	2019	2022
C240815FRH	2	NA	2019	2022
C240816FRH	1	NA	2019	2022
C240817FRH	1	NA	2019	2022
C240818FRH	1	NA	2019	2022
C240819FRH	2	NA	2019	2022
C240820FRH	2	NA	2019	2022
C240821FRH	1	NA	2019	2022
C240822FRH	2	NA	2019	2022
C240823FRH	2	NA	2019	2022
C240824FRH	1	NA	2019	2022
C240825FRH	2	NA	2019	2022
C240826FRH	1	NA	2019	2022
C240827FRH	1	NA	2019	2022
C240828FRH	2	NA	2019	2022
C240829FRH	2	NA	2019	2022
C240830FRH	2	NA	2019	2022
C240831FRH	2	NA	2019	2022
C240832FRH	1	NA	2019	2022
C240833FRH	2	NA	2019	2022
C240834FRH	2	NA	2019	2022
C240835FRH	1	NA	2019	2022
C240836FRH	1	NA	2019	2022
C240837FRH	1	NA	2019	2022
C240838FRH	1	NA	2019	2022
C240839FRH	2	NA	2019	2022
C240840FRH	1	NA	2019	2022
C240845FRH	2	NA	2019	2022
C240846FRH	1	NA	2019	2022
C240847FRH	1	NA	2019	2022
C240848FRH	1	NA	2019	2022
C240849FRH	2	NA	2019	2022
C240850FRH	2	NA	2019	2022
C240851FRH	2	NA	2019	2022
C240852FRH	1	NA	2019	2022
C240853FRH	1	NA	2019	2022
C240854FRH	2	NA	2019	2022
C240856FRH	2	NA	2019	2022
C240857FRH	2	NA	2019	2022
C240858FRH	2	NA	2019	2022
C240859FRH	1	NA	2019	2022
C240860FRH	1	NA	2019	2022
C240861FRH	2	NA	2019	2022
C240862FRH	1	NA	2019	2022
C240863FRH	2	NA	2019	2022
C240864FRH	1	NA	2019	2022
C240865FRH	1	NA	2019	2022
C240870FRH	2	NA	2019	2022
C240871FRH	1	NA	2019	2022
C240872FRH	2	NA	2019	2022
C240873FRH	1	NA	2019	2022
C240874FRH	2	NA	2019	2022
C240875FRH	1	NA	2019	2022
C240876FRH	2	NA	2019	2022
C240877FRH	2	NA	2019	2022
C240878FRH	1	NA	2019	2022
C240879FRH	1	NA	2019	2022
C240880FRH	1	NA	2019	2022
C240881FRH	2	NA	2019	2022
C240882FRH	2	NA	2019	2022
C240883FRH	1	NA	2019	2022
C240884FRH	2	NA	2019	2022
C240885FRH	1	NA	2019	2022
C240886FRH	2	NA	2019	2022
